ProgrammingLanguageNam	QueryID	PairID	QueryText	CommentText	SimilarityScor
PHP	66	66_findClosest1	levestajn slicnost string	Pronalazenj broj iz dat niz u odnos na prosledjen br  koristec levestajn algorita za slicnost string   	2
PHP	66	66_getParamByNam	levestajn slicnost string	Nalaz slicnost dat string naziv sa vrednosc iz  niz koristec levestajn algorita   	3
PHP	66	66_handlePageNotFoundError	levestajn slicnost string	handler for 404 pag not found error  Obrad gresk 404 stranic nij pronadjen  izracunavanj slicnost url po levestajn algoritm slicnost  string   	2
PHP	66	66_match	levestajn slicnost string	Pronalaz string najbliz po levestajn racunanj  rastojanj za dat ulazn string   	2
PHP	66	66_printCaption	levestajn slicnost string	Vrs prikaz naslov na ekran  za predefinisan parametr algoritm   	0
PHP	67	67_addSortStringForQuery	kak dohvatit html vebsajt	Proverav da je $sortString dobr formatiran i dodaj uslov  za sortiranj definisan u $query  Vrc i poruk http stran o nekorektn format za sortiranj string   	0
PHP	67	67_download_playlist	kak dohvatit html vebsajt	Preuzimanj list pesm na osnov dohvacen  htmla link pomoc id dobijen ka ulazn parametr   	1
PHP	67	67_fetch_data_from_html	kak dohvatit html vebsajt	Na osnov dat url dohvat html vebsajt i na  osnov dobijen podatk kreir DOM   	3
PHP	67	67_get_conversation	kak dohvatit html vebsajt	Ova funkcij dohvat forma konverzacij na osnov  dohvacen html stran vebsajt	3
PHP	67	67_get_members	kak dohvatit html vebsajt	Dohvat html vebsajt za dat url i generis  dom svih dobijen element   	2
PHP	67	67_parse_event_html	kak dohvatit html vebsajt	Priprem Javascript dogadjaj za obrad na osnov  dohvatanj html sadrzaj vebsajt dogadjaj   	2
PHP	68	68_getEvents	fajl citac sa bafer cit tekst	Dohvat dogadjaj sa poslednj datum  tak sto cit podatk iz fajl pomoc fajl citac   	2
PHP	68	68_getPhingVersion	fajl citac sa bafer cit tekst	Dohvat verzij phing bibliotek pomoc fajl citac  sa bafer   	2
PHP	68	68_loadFromStre	fajl citac sa bafer cit tekst	Cit podatk iz fajl pomoc fajl citac  sa bafer string  Putanj do fajl moz biti relativn   	2
PHP	68	68_parseFileWithBuffering	fajl citac sa bafer cit tekst	"Creates the ExpatParser, sets root handler and kick off parsing  process  Kreir ExpatParser  Postavlj koren obradjivc i pocinj sa proces citanj tekst  koriscenj fajl citac sa buffer   "	2
PHP	68	68_parseFi	fajl citac sa bafer cit tekst	Tekstualn obrad fajl koriscenj fajl citac  bez bafer uz obrad izuzetk   	1
PHP	69	69_creat	enkriptovanj aes ctr mod	Vrc jedinstven objekt baz podatk   	0
PHP	69	69_encrypt	enkriptovanj aes ctr mod	Enkriptovanj string aes ctr algoritm   	3
PHP	69	69_findLCA	enkriptovanj aes ctr mod	Funkcij pronalaz najran zajednick pretk dva cvor  u stabl   	0
PHP	69	69_generateUserAccessToken	enkriptovanj aes ctr mod	Kreiranj token za pristup enkriptovan aes ctr  algoritm   	3
PHP	69	69_sendResetPasswordEmai	enkriptovanj aes ctr mod	Slanj mejl za resetovanj lozink  Lozink je enkriptovan aes ctr algoritm   	2
PHP	69	69_send	enkriptovanj aes ctr mod	Sigurnosn enkripcij i slanj mal kolicin podatk  funkcij za dekodovanj i preuzimanj koristec  enkriptovanj aes ctr algoritm   	2
PHP	69	69_validateAccessTokenInner	enkriptovanj aes ctr mod	Intern validiranj token za pristup  koriscenj aes ctr algoritm za enkriptovanj   	2
PHP	70	70_M_mult	mnozenj matric	Funkcij izvrsav mnozenj prosledjen matric A i B  Vrc rezulta mnozenj ka matric oblik AB   	3
PHP	70	70_mpMatrix	mnozenj matric	Mnozenj matric   Ova funkcij ce izvrsi mnozenj trenutn matric sa prosledjen matric  Ako trenutn matric obelezim sa A a dobijen sa B ond ce proizvod biti AB   	3
PHP	70	70_mpScalar	mnozenj matric	"Mnozenj trenutn matric skalar   Mnozenj matric skalar intfloatetc constant, npr 2   "	2
PHP	70	70_multiply	mnozenj matric	Mnozenj matric predefinisan matric   	3
PHP	70	70_outerProduct	mnozenj matric	Konstrukcij matric mnozenj dva vektor  od koji je jedan predefinisan a drug dobijen  ka parametar   	2
PHP	70	70_readExcel	mnozenj matric	Adapter za PHPExcel  Citanj excel fajl od pocetk do kraj definisan  kolon i prebacivanj u php forma excel   	0
PHP	40	40_addCollector	dohva im za enum vrednost	Dodaj zada sakupljc u prioritetn red uz  dodatn prover i bacanj izuzetk  	0
PHP	40	40_addPath	dohva im za enum vrednost	Dodaj putanj u predefinisan niz koj ce  moc da se korist nakon upis u fajl  	0
PHP	40	40_attachCallback	dohva im za enum vrednost	Postavlj callback funkcij u prioritetn red  u zavisnost od zadat prioritet ak nij podrazumevan  	0
PHP	40	40_check_credentials	dohva im za enum vrednost	Proverav kredencijal korisnick imen i lozink  i inicijalizuj i postavlj sesij za dalj koriscenj  u kuk  	0
PHP	40	40_entityToString	dohva im za enum vrednost	Pretvar dat objekt u niz string razdvojen  postavljen separator  	0
PHP	40	40_extractEnumFromArray	dohva im za enum vrednost	Dohvat im za enum u niz vrednost  za zada parametar u zavisnost od korisnik   	3
PHP	40	40_findInternal	dohva im za enum vrednost	Pronalaz list unutrasnj klas definisan unutar  prosledjen okruzujuc klas  	0
PHP	40	40_findValueTypeNam	dohva im za enum vrednost	Ova funkcij dohvat tip po zadata  vrednost enum ak je on validn definisan  	2
PHP	40	40_getAllEnumTags	dohva im za enum vrednost	Pronalaz sve tag za odredjen enum po njegov id  	2
PHP	40	40_getDynamicFunc	dohva im za enum vrednost	Pronalaz dinamick definisan funkcij i smest  ih u list za dalj obrad u klas  	0
PHP	40	40_getEnumByID	dohva im za enum vrednost	Dohvat im enum za zada ID polj koj mu  pripad ukolik je definisan  	2
PHP	40	40_getEnumNam	dohva im za enum vrednost	Vrc im enum tip za zadat vrednost proizvod  ka jedin parametr funkcij   	3
PHP	40	40_getThemeConfig	dohva im za enum vrednost	Uzim podesavanj za odredjen tem i uz odredjen prover  pronalaz putanj do trazen fajl  	0
